ID	Accession	Type	Description
snoZ5	RF01226	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA Z5
snoZ6	RF00285	Gene; snRNA; snoRNA; CD-box;	Z6 small nucleolar RNA
snoZ7	RF00268	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snoZ7/snoR77
sno_ncR1	RF02715	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA ncR1
sno_ncR3	RF02716	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ncR3
sno_ncR4	RF02717	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ncR4
sno_ZL1	RF02723	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ZL1
sno_ZL116	RF02727	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ZL116
sno_ZL2	RF02724	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ZL2
sno_ZL63	RF02726	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ZL63
sno_ZL8	RF02725	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA ZL8
snR10	RF01258	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR10
snR11	RF01260	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR11
snR13	RF01223	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR13
snR161	RF01237	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR161
snR189	RF01250	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR189
snR190	RF01249	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR190
snR191	RF01263	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR191
snR3	RF01251	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR3
snR30	RF01271	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR30
snR31	RF01257	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR31
snR32	RF01247	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR32
snR33	RF01243	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR33
snR34	RF01254	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR34
snR35	RF01255	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR35
snR36	RF01242	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR36
snR37	RF01267	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR37
snR39	RF01197	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR39
snR4	RF01244	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR4
snR40	RF01201	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR40
snR41	RF01218	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR41
snR42	RF01265	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR42
snR43	RF01256	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR43
snR44	RF01262	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR44
snR45	RF01266	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR45
snR46	RF01253	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR46
snR47	RF01203	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR47
snR49	RF01239	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR49
snR5	RF01252	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR5
snR50	RF01190	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR50
snR51	RF01214	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR51
snR52	RF01195	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR52
snR56	RF01188	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR56
snR58	RF01199	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR58
snR62	RF01205	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR62
snR63	RF01259	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR63
snR65	RF01204	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR65
snR67	RF01177	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR67
snR68	RF01235	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR68
snR70	RF01238	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR70
snR73	RF01207	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR73
snR75	RF01185	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR75
snR76	RF01209	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR76
snR77	RF01181	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR77
snR78	RF01176	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR78
snR79	RF01184	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR79
snR8	RF01248	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR8
snR80	RF01269	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR80
snR81	RF01246	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR81
snR82	RF01261	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR82
snR83	RF01264	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR83
snR84	RF01270	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR84
snR85	RF01240	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR85
snR86	RF01272	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR86
snR87	RF01216	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA snR87
snR9	RF01245	Gene; snRNA; snoRNA; HACA-box;	Small nucleolar RNA snR9
sobemo_FSE	RF01838	Cis-reg; frameshift_element;	sobemovirus ribosomal frameshift elemental
SodB_thermometer	RF02775	Cis-reg; thermoregulator;	SodB 5' UTR thermometer
SodC_thermometer	RF02776	Cis-reg; thermoregulator;	SodC 5' UTR thermometer
sodF_sRNA	RF02790	Gene; sRNA;	sodF sRNA
Sodium	RF03071	Cis-reg; riboswitch;	Na+ riboswitch (DUF1646 RNA)
sok	RF01794	Gene; antitoxin;	sok antitoxin (CssrC)
SorX	RF02784	Gene; sRNA;	Singlet oxygen resistance RNA X
SorY	RF02651	Gene; sRNA;	Singlet oxygen resistance RNA Y
sot0042	RF02656	Gene; sRNA;	Sense overlapping transcript RNA 0042 (sot)
sot2652	RF02657	Gene; sRNA;	Sense overlapping transcript RNA 2652 (sot)
SOX2OT_exon1	RF01951	Gene; lncRNA;	SOX2 overlapping transcript exon 1
SOX2OT_exon2	RF01952	Gene; lncRNA;	SOX2 overlapping transcript exon 2
SOX2OT_exon3	RF01953	Gene; lncRNA;	SOX2 overlapping transcript exon 3
SOX2OT_exon4	RF01954	Gene; lncRNA;	SOX2 overlapping transcript exon 4
Spd-sr07	RF02418	Gene; sRNA;	Streptococcus sRNA Spd-sr07
Spd-sr37	RF02419	Gene; sRNA;	Streptococcus sRNA Spd-sr37
speF	RF00518	Cis-reg; leader;	speF leader
SpF01_sRNA	RF02425	Gene; sRNA;	Streptococcus sRNA SpF01
SpF03_sRNA	RF02426	Gene; sRNA;	Streptococcus sRNA SpF03
SpF10_sRNA	RF02427	Gene; sRNA;	Streptococcus sRNA SpF10
SpF11_sRNA	RF02428	Gene; sRNA;	Streptococcus sRNA SpF11
SpF14_sRNA	RF02429	Gene; sRNA;	Streptococcus sRNA SpF14
SpF19_sRNA	RF02430	Gene; sRNA;	Streptococcus sRNA SpF19
SpF22_sRNA	RF02431	Gene; sRNA;	Streptococcus sRNA SpF22
SpF25_sRNA	RF02432	Gene; sRNA;	Streptococcus sRNA SpF25
SpF36_sRNA	RF02433	Gene; sRNA;	Streptococcus sRNA SpF36
SpF39_sRNA	RF02434	Gene; sRNA;	Streptococcus sRNA SpF39
SpF41_sRNA	RF02435	Gene; sRNA;	Streptococcus sRNA SpF41
SpF43_sRNA	RF02436	Gene; sRNA;	Streptococcus sRNA SpF43
SpF44_sRNA	RF02437	Gene; sRNA;	Streptococcus sRNA SpF44
SpF51_sRNA	RF02438	Gene; sRNA;	Streptococcus sRNA SpF51
SpF56_sRNA	RF02439	Gene; sRNA;	Streptococcus sRNA SpF56
SpF59_sRNA	RF02440	Gene; sRNA;	Streptococcus sRNA SpF59 (ldcC RNA)
SpF61_sRNA	RF02441	Gene; sRNA;	Streptococcus sRNA SpF61
SpF66_sRNA	RF02442	Gene; sRNA;	Streptococcus sRNA SpF66
Sphinx_1	RF02046	Gene; lncRNA;	Sphinx_ conserved region 1
Sphinx_2	RF02047	Gene; lncRNA;	Sphinx conserved region 2
Spi-1	RF00232	Cis-reg;	Spi-1 (PU.1) 5' UTR regulatory element
Spot_42	RF00021	Gene; sRNA;	Spot 42 RNA
SpR08_sRNA	RF02443	Gene; sRNA;	Streptococcus sRNA SpR08
SpR10_sRNA	RF02444	Gene; sRNA;	Streptococcus sRNA SpR10
SpR14_sRNA	RF02445	Gene; sRNA;	Streptococcus sRNA SpR14
SpR18_sRNA	RF02446	Gene; sRNA;	Streptococcus sRNA SpR18
SpR19_sRNA	RF02447	Gene; sRNA;	Streptococcus sRNA SpR19
SpR20_sRNA	RF02448	Gene; sRNA;	Streptococcus sRNA SpR20
SprC	RF02890	Gene; sRNA;	Small pathogenicity island RNA C (srn_3610)
SprD	RF01828	Gene; sRNA;	Small pathogenicity island RNA D
SprX	RF02672	Gene; sRNA;	Small pathogenicity island RNA X
SPRY4-IT1_1	RF02038	Gene; lncRNA;	SPRY4-IT1 conserved region 1
SPRY4-IT1_2	RF02039	Gene; lncRNA;	SPRY4-IT1 conserved region 2
Spy1186876	RF02590	Gene; sRNA;	S. pyogenes small RNA 1186876
Spy1786666	RF02591	Gene; sRNA;	S. pyogenes small RNA 1786666
Spy392987	RF02592	Gene; antisense;	S. pyogenes antisense RNA 392987
Spy490380c	RF02644	Gene; sRNA;	S. pyogenes small RNA Spy490380c
Spy490483c	RF02641	Gene; sRNA;	S. pyogenes small RNA Spy490483c
Spy491311c	RF02642	Gene; sRNA;	S. pyogenes small RNA Spy491311c
Spy491738	RF02643	Gene; sRNA;	S. pyogenes small RNA Spy491738
Spy779816	RF02589	Gene; sRNA;	S. pyogenes small RNA 779816
SQ1002_RNA	RF03533	Gene; sRNA;	Clostridioides difficile sRNA SQ1002
SQ2397	RF03532	Cis-reg;	Cis-regulator of HTH transcription factor
sR-tMet	RF02163	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR-tMet
Sr006	RF02889	Gene; sRNA;	Pseudomonas sRNA 6
sR035	RF02760	Gene; sRNA;	sR035 sRNA
sR084	RF02761	Gene; sRNA;	sR084 sRNA
sR1	RF01152	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR1
sR10	RF01149	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR10
sR11	RF01150	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR11
sR12	RF01147	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR12
sR14	RF01145	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR14
sR15	RF01146	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR15
sR16	RF01143	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR16
sR17	RF01144	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR17
sR18	RF01141	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR18
sR19	RF01142	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR19
sR2	RF01139	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR2
sR20	RF01140	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR20
sR21	RF01137	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR21
sR22	RF01275	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR22
sR23	RF01138	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR23
sR24	RF01135	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR24
sR28	RF01136	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR28
sR3	RF01133	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR3
sR30	RF01134	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR30
sR32	RF01119	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR32
sR33	RF01120	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR33
sR34	RF01273	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR34
sR35	RF01123	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR35
sR36	RF01124	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR36
sR38	RF01121	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR38
sR39	RF01122	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR39
sR4	RF01125	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR4
sR40	RF01297	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR40
sR41	RF01126	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR41
sR42	RF01127	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR42
sR43	RF01128	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR42
sR44	RF01129	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR44
sR45	RF01274	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR45
sR46	RF01130	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR46
sR47	RF01131	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR47
sR48	RF01132	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR48
sR49	RF01303	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR49
sR5	RF01304	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR5
sR51	RF01305	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR51
sR52	RF01306	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR52
sR53	RF01276	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR53
sR55	RF01307	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR55
sR58	RF01308	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR58
sR6	RF01829	Gene; snRNA; snoRNA; CD-box;	sR6 snoRNA
sR60	RF01309	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR60
SR6_antitoxin	RF02892	Gene; antisense;	Bacillus SR6 antitoxin
sR7	RF01310	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR7
sR9	RF01312	Gene; snRNA; snoRNA; CD-box;	Small nucleolar RNA sR9
sraA	RF02029	Gene; sRNA;	sraA
SraB	RF00077	Gene; sRNA;	SraB RNA
SraC_RyeA	RF00101	Gene; sRNA;	SraC/RyeA RNA
SraG	RF00082	Gene; sRNA;	SraG RNA
sraL	RF01408	Gene; sRNA;	sraL Hfq binding RNA
SrbA	RF02872	Gene; sRNA;	sRNA regulator of biofilms A
srg1	RF01765	Gene;	srg1
Srn266	RF02822	Gene; sRNA;	Streptococcus RNA 266
sRNA-Xcc1	RF02221	Gene; sRNA;	sRNA-Xcc1
sRNA154	RF02906	Gene; sRNA;	Archaeal Small RNA 154
sRNA162	RF02792	Gene; antisense;	Archaeal Small RNA 162
sRNA41	RF02905	Gene; sRNA;	Archaeal Small RNA 41
sRNA71	RF03534	Gene; sRNA;	Staphylococcus sRNA71 small RNA
sRNA_0030	RF02864	Gene; sRNA;	Enterococcus sRNA 30
sRNA_1300	RF02862	Gene; sRNA;	Enterococcus sRNA 1300
sRNA_2410	RF02863	Gene; sRNA;	Enterococcus sRNA 2410
sroB	RF00368	Gene; sRNA;	sroB RNA
sroC	RF00369	Gene; sRNA;	sroC RNA
sroD	RF00370	Gene; sRNA;	sroD RNA
sroE	RF00371	Gene; sRNA;	sroE RNA
sroH	RF00372	Gene; sRNA;	sroH RNA
SscA	RF00063	Gene;	SscA RNA
ssnA	RF03031	Cis-reg;	ssnA RNA
ssNA-helicase	RF03070	Gene; sRNA;	ssNA-helicase RNA
Sso133	RF02814	Gene; sRNA;	Sulfolobus sRNA133
Ssr1	RF02627	Gene; sRNA;	Shigella small RNA 1
SSRC10	RF02617	Gene; sRNA;	Streptococcus sRNA 10
SSRC30	RF02525	Gene; sRNA;	Streptococcus sRNA SSRC30
SSRC34_1	RF02526	Gene; sRNA;	Streptococcus sRNA SSRC34
SSRC34_2	RF02618	Gene; sRNA;	Streptococcus sRNA 34
SSRC38	RF02527	Gene; sRNA;	Streptococcus sRNA SSRC38
SSRC41	RF02528	Gene; sRNA;	Streptococcus sRNA SSRC41
SSRC8_1	RF02529	Gene; sRNA;	Streptococcus sRNA SSRC8
SSRC8_2	RF02616	Gene; sRNA;	Streptococcus sRNA 8
SSU_rRNA_archaea	RF01959	Gene; rRNA;	Archaeal small subunit ribosomal RNA
SSU_rRNA_bacteria	RF00177	Gene; rRNA;	Bacterial small subunit ribosomal RNA
SSU_rRNA_eukarya	RF01960	Gene; rRNA;	Eukaryotic small subunit ribosomal RNA
SSU_rRNA_microsporidia	RF02542	Gene; rRNA;	Microsporidia small subunit ribosomal RNA
SSU_trypano_mito	RF02545	Gene; rRNA;	Trypanosomatid mitochondrial small subunit ribosomal RNA
ST7-AS1_1	RF02179	Gene; lncRNA;	ST7 antisense RNA 1 conserved region 1
ST7-AS1_2	RF02180	Gene; lncRNA;	ST7 antisense RNA 1 conserved region 2
ST7-AS2_1	RF02181	Gene; lncRNA;	ST7 antisense RNA 2 conserved region 1
ST7-AS2_2	RF02182	Gene; lncRNA;	ST7 antisense RNA 2 conserved region 2
ST7-OT3_1	RF02183	Gene; lncRNA;	ST7 overlapping transcript 3 conserved region 1
ST7-OT3_2	RF02184	Gene; lncRNA;	ST7 overlapping transcript 3 conserved region 2
ST7-OT3_3	RF02185	Gene; lncRNA;	ST7 overlapping transcript 3 conserved region 3
ST7-OT3_4	RF02186	Gene; lncRNA;	ST7 overlapping transcript 3 conserved region 4
ST7-OT4_1	RF02187	Gene; lncRNA;	ST7 overlapping transcript 4 conserved region 1
ST7-OT4_2	RF02188	Gene; lncRNA;	ST7 overlapping transcript 4 conserved region 2
ST7-OT4_3	RF02189	Gene; lncRNA;	ST7 overlapping transcript 4 conserved region 3
ST7-OT4_4	RF02190	Gene; lncRNA;	ST7 overlapping transcript 4 conserved region 4
Staphylococcus-1	RF03112	Gene; sRNA;	Staphylococcus-1 RNA
STAXI	RF01728	Gene; sRNA;	STAXI RNA
STnc100	RF02076	Gene; sRNA;	Gammaproteobacterial sRNA STnc100
STnc130	RF02084	Gene; sRNA;	Enterobacteria sRNA STnc130
STnc150	RF01402	Gene; sRNA;	STnc150 Hfq binding RNA
STnc170	RF02080	Gene; sRNA;	Salmonella enterica sRNA STnc170
STnc180	RF02079	Gene; sRNA;	Enterobacterial sRNA STnc180
STnc210	RF02078	Gene; sRNA;	Salmonella enterica sRNA STnc210
STnc220	RF02077	Gene; sRNA;	Salmonella enterica sRNA STnc220
STnc230	RF02075	Gene; sRNA;	Enterobacterial sRNA STnc230
STnc240	RF02074	Gene; sRNA;	Enterobacterial sRNA STnc240
STnc250	RF01409	Gene; sRNA;	STnc250 Hfq binding RNA
STnc260	RF02073	Gene; sRNA;	Salmonella enterica sRNA STnc260
STnc280	RF02071	Gene; sRNA;	Salmonella enterica sRNA STnc280
STnc290	RF01403	Gene; sRNA;	STnc290 Hfq binding RNA
STnc30	RF02048	Gene; sRNA;	Salmonella enterica conserved region STnc30
STnc300	RF02070	Gene; sRNA;	Salmonella enterica sRNA STnc300
STnc310	RF02067	Gene; sRNA;	Salmonella enterica sRNA STnc310
STnc320	RF02066	Gene; sRNA;	Salmonella enterica sRNA STnc320
STnc340	RF02065	Gene; sRNA;	Enterobacterial sRNA STnc340
STnc350	RF02063	Gene; sRNA;	Salmonella enterica sRNA STnc350
STnc361	RF02062	Gene; sRNA;	Salmonella enterica sRNA STnc361
STnc370	RF02064	Gene; sRNA;	Enterobacterial sRNA STnc370
STnc380	RF02055	Gene; sRNA;	Enterobacterial sRNA STnc380
STnc390	RF02056	Gene; sRNA;	Salmonella sRNA STnc390
STnc40	RF02057	Gene; sRNA;	Salmonella enterica sRNA STnc40
STnc400	RF02058	Gene;	Gammaproteobacterial sRNA STnc400
STnc410	RF02060	Gene; sRNA;	Enterobacterial sRNA STnc410
STnc420	RF02054	Gene; sRNA;	Salmonella enterica sRNA STnc420
STnc430	RF02053	Gene; sRNA;	Enterobacterial sRNA STnc430
STnc450	RF02051	Gene; sRNA;	Enterobacterial sRNA STnc450
STnc460	RF02049	Gene; sRNA;	Salmonella enterica sRNA STnc460
STnc470	RF02050	Gene; sRNA;	Salmonella enterica sRNA STnc470
STnc480	RF02068	Gene; sRNA;	Enterobacterial sRNA STnc480
STnc490	RF01405	Gene; sRNA;	STnc490 Hfq binding RNA
STnc50	RF02059	Gene; sRNA;	Salmonella enterica sRNA STnc40
STnc500	RF01406	Gene; sRNA;	STnc500 Hfq binding RNA
STnc510	RF02088	Gene; sRNA;	Enterobacterial sRNA STnc510
STnc540	RF02082	Gene; sRNA;	Enterobacterial sRNA STnc540
STnc550	RF02081	Gene; sRNA;	Enterobacterial sRNA STnc550
STnc560	RF01407	Gene; sRNA;	STnc560 Hfq binding RNA
STnc590	RF02072	Gene; sRNA;	Salmonella enterica sRNA STnc590
STnc630	RF02052	Gene; sRNA;	Enterobacterial sRNA STnc630
STnc70	RF02069	Gene; sRNA;	Enterobacterial sRNA STnc70
Streptomyces-metH	RF03076	Gene; sRNA;	Streptomyces-metH RNA
Streptomyces-metK	RF03063	Gene; sRNA;	Streptomyces-metK RNA
StyR-143	RF02653	Gene; sRNA;	Salmonella enterica Typhi npcRNA 143
StyR-3	RF02652	Gene; sRNA;	Salmonella enterica Typhi npcRNA 3
StyR-44	RF01830	Gene;	Salmonella enterica Typhi npcRNA 44
sucA	RF01070	Cis-reg;	SucA RNA motif
sucA-II	RF01758	Cis-reg;	sucA-II RNA
sucC	RF01759	Cis-reg;	sucC RNA
suhB	RF00519	Gene; sRNA;	Makes More Granules Regulator RNA (mmgR)
sul1	RF03058	Cis-reg; riboswitch;	sul1 RNA
SurA	RF02377	Gene; sRNA;	SurA sRNA
SurC	RF02378	Gene; sRNA;	SurC sRNA
sX11	RF02230	Gene; sRNA;	Proteobacterial sRNA sX11
sX12	RF02231	Gene; sRNA;	Xanthomonas sRNA sX12
sX13	RF02232	Gene; sRNA;	Xanthomonadaceae sRNA sX13
sX14	RF02233	Gene; sRNA;	Xanthomonas sRNA sX14/Xoo3
sX15	RF02234	Gene; sRNA;	Xanthomonadaceae sRNA sX15
sX2	RF02222	Gene; sRNA;	Xanthomonas sRNA sX2
sX4	RF02223	Gene; sRNA;	Proteobacterial sRNA sX4
sX5	RF02224	Gene; sRNA;	Xanthomonadaceae sRNA sX5
sX6	RF02225	Gene; sRNA;	Proteobacterial sRNA sX6
sX7	RF02226	Gene; sRNA;	Xanthomonas sRNA sX7
sX8	RF02227	Gene; sRNA;	Proteobacterial sRNA sX8
sX9	RF02228	Gene; sRNA;	Xanthomonas sRNA sX9
sxy	RF00632	Cis-reg;	sxy 5' UTR element
symR	RF01809	Gene; antitoxin;	SymR antitoxin
S_pombe_snR10	RF01437	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR10
S_pombe_snR100	RF01449	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR100
S_pombe_snR3	RF01434	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR3
S_pombe_snR33	RF01436	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR33
S_pombe_snR35	RF01438	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR35
S_pombe_snR36	RF01439	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR36
S_pombe_snR42	RF01440	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR42
S_pombe_snR46	RF01441	Gene; snRNA; snoRNA; HACA-box;	small nulceolar RNA snR46
S_pombe_snR5	RF01435	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR5
S_pombe_snR90	RF01442	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR90
S_pombe_snR91	RF01443	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR91
S_pombe_snR92	RF01444	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR92
S_pombe_snR93	RF01448	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR93
S_pombe_snR94	RF01445	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR94
S_pombe_snR95	RF01446	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR95
S_pombe_snR96	RF01450	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR96
S_pombe_snR97	RF01451	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR97
S_pombe_snR98	RF01447	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR98
S_pombe_snR99	RF01452	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snR99
T-box	RF00230	Cis-reg; leader;	T-box leader
t44	RF00127	Gene; sRNA;	t44 RNA
TarA	RF02537	Gene; sRNA;	Vibrio ToxT activated RNA TarA
TarB	RF02538	Gene; sRNA;	Vibrio ToxT activated RNA TarB
TB10Cs1H1	RF01522	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs1H1
TB10Cs1H2	RF01523	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs1H2
TB10Cs1H3	RF01524	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10cs1H3
TB10Cs2H1	RF01525	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs2H1
TB10Cs2H2	RF01863	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs2H2
TB10Cs3H1	RF01531	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs3H1
TB10Cs3H2	RF01532	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs3H2
TB10Cs4H2	RF01862	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs4H2
TB10Cs4H3	RF01533	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs4H3
TB10Cs4H4	RF01534	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs4H4
TB10Cs5H2	RF01535	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs5H2
TB10Cs5H3	RF01536	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB10Cs5H3
TB11Cs2H1	RF01537	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB11Cs2H1
TB11Cs3H1	RF01538	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB11Cs3H1
TB11Cs4H1	RF01539	Gene; snRNA; snoRNA; HACA-box;	Trypanosomatid snoRNA TB11Cs4H1
